CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
60.651.809/0001-05;2024-12-31;1;137841;SUZANO HOLDING S.A.;Não-liderança;12;6;0;0;0
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Liderança;20;36;0;0;0
60.730.348/0001-66;2024-12-31;2;141353;CIA MELHORAMENTOS DE SAO PAULO;Não-liderança;89;248;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Liderança;3945;7193;0;0;0
60.746.948/0001-12;2024-12-31;12;141861;BCO BRADESCO S.A.;Não-liderança;39689;34765;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Liderança;1157;498;0;0;0
60.840.055/0001-31;2024-12-31;3;141727;FLEURY S.A.;Não-liderança;16615;4130;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Liderança;0;10;0;0;0
60.851.615/0001-53;2024-12-31;1;138362;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Não-liderança;9;83;0;0;0
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Liderança;964;1158;3;0;11477
60.872.504/0001-23;2024-12-31;10;142022;ITAU UNIBANCO HOLDING S.A.;Não-liderança;3642;3506;59;0;69080
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Liderança;0;1;0;0;0
60.884.319/0001-59;2024-12-31;1;137162;NORDON INDUSTRIAS METALURGICAS S.A.;Não-liderança;1;0;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Liderança;50;247;0;0;0
60.894.730/0001-05;2024-12-31;8;141939;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Não-liderança;1337;12294;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Liderança;15;19;0;0;0
61.022.042/0001-18;2024-12-31;2;141999;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Não-liderança;33;66;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Liderança;10;52;0;0;0
61.065.298/0001-02;2024-12-31;1;138242;MANGELS INDUSTRIAL S.A.;Não-liderança;227;1556;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;9;9;0;0;0
61.065.751/0001-80;2024-12-31;7;141670;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;36;42;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Liderança;43;64;0;0;0
61.079.117/0001-05;2024-12-31;4;139694;ALPARGATAS S.A.;Não-liderança;3333;8535;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Liderança;0;1;0;0;0
61.080.313/0001-91;2024-12-31;1;135983;COBRASMA S.A.;Não-liderança;0;1;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Liderança;9;17;0;0;0
61.082.004/0001-50;2024-12-31;2;137248;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Não-liderança;398;344;0;5;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Liderança;31;118;0;0;0
61.088.894/0001-08;2024-12-31;1;138091;CAMBUCI S.A.;Não-liderança;1177;1785;0;0;0
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Liderança;46;235;0;0;3
61.156.113/0001-75;2024-12-31;4;142100;IOCHPE MAXION S.A.;Não-liderança;787;6545;12;12;681
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Liderança;0;3;0;0;0
61.156.931/0001-78;2024-12-31;1;137062;SIDERURGICA J. L. ALIPERTI S.A.;Não-liderança;8;42;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Liderança;70;184;0;0;0
61.186.680/0001-74;2024-12-31;7;142127;BANCO BMG S/A;Não-liderança;516;512;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Liderança;732;216;0;0;0
61.189.288/0001-89;2024-12-31;3;140567;MARISA LOJAS S.A.;Não-liderança;3543;1140;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Liderança;205;494;0;0;0
61.190.096/0001-92;2024-12-31;5;141812;EUROFARMA LABORATÓRIOS S.A.;Não-liderança;2347;3516;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Liderança;4;7;0;0;0
61.351.532/0001-68;2024-12-31;8;142017;AZEVEDO E TRAVASSOS S.A.;Não-liderança;26;45;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Liderança;12;27;0;0;0
61.374.161/0001-30;2024-12-31;1;138436;BAUMER S.A.;Não-liderança;93;262;0;0;0
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Liderança;51;317;0;0;37
61.409.892/0001-73;2024-12-31;5;142073;COMPANHIA BRASILEIRA DE ALUMÍNIO;Não-liderança;850;3605;0;0;687
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Liderança;1905;836;0;0;0
61.486.650/0001-83;2024-12-31;5;141355;DIAGNOSTICOS DA AMERICA S.A.;Não-liderança;36071;10372;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Liderança;13;3;0;0;0
61.532.644/0001-15;2024-12-31;3;141275;ITAÚSA S.A.;Não-liderança;38;31;0;0;0
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;1
61.584.140/0001-49;2024-12-31;1;138212;REDE ENERGIA PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;1
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Liderança;2070;1318;4;8;611
61.585.865/0001-51;2024-12-31;1;138773;RAIA DROGASIL S.A.;Não-liderança;20321;11403;200;245;21036
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Liderança;57;74;0;0;0
61.856.571/0001-17;2024-12-31;5;141897;CIA GAS DE SAO PAULO - COMGAS;Não-liderança;329;619;0;0;4
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;Liderança;11;19;0;0;0
62.002.886/0001-60;2024-12-31;2;142125;SAO PAULO TURISMO S.A.;Não-liderança;58;70;0;0;0
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;Liderança;27;53;0;0;0
62.144.175/0001-20;2024-12-31;13;142074;BCO PINE S.A;Não-liderança;123;121;0;0;0
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Liderança;220;358;0;0;0
62.232.889/0001-90;2024-12-31;1;138602;BCO DAYCOVAL S.A.;Não-liderança;1555;1411;0;0;0
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;Liderança;58;214;0;0;0
62.258.884/0001-36;2024-12-31;3;141371;INTERCEMENT BRASIL S.A.;Não-liderança;294;1137;0;0;0
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;Liderança;127;121;0;0;0
62.984.091/0001-02;2024-12-31;6;141816;CRUZEIRO DO SUL EDUCACIONAL S.A.;Não-liderança;4288;3206;0;0;0
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;Liderança;87;234;0;0;0
64.904.295/0001-03;2024-02-28;5;139520;CAMIL ALIMENTOS S.A.;Não-liderança;1806;3730;0;0;0
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;Liderança;87;234;0;0;0
64.904.295/0001-03;2024-02-29;2;133838;CAMIL ALIMENTOS S.A.;Não-liderança;1806;3730;0;0;0
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Liderança;39;69;0;0;0
67.010.660/0001-24;2024-12-31;4;142013;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Não-liderança;201;279;0;0;0
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;Liderança;7;18;0;0;0
67.571.414/0001-41;2024-12-31;6;142018;VIVER INCORPORADORA E CONSTRUTORA S.A.;Não-liderança;33;23;0;0;0
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;Liderança;360;1347;0;0;0
67.620.377/0001-14;2024-12-31;2;140354;MINERVA S.A.;Não-liderança;6160;16016;0;0;0
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;Liderança;3;26;0;0;0
68.400.225/0001-79;2024-06-30;5;139657;CLARANET TECHNOLOGY S.A.;Não-liderança;40;150;0;0;0
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;Liderança;71;217;0;0;0
71.208.516/0001-74;2024-12-31;5;141440;ALGAR TELECOM S/A;Não-liderança;1060;2881;0;0;0
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;Liderança;133;149;0;0;0
71.476.527/0001-35;2024-12-31;1;138501;CONSTRUTORA TENDA S.A.;Não-liderança;936;2365;0;0;0
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Liderança;203;185;0;0;0
73.178.600/0001-18;2024-12-31;3;141700;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Não-liderança;1694;4096;0;0;0
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;Liderança;2033;3435;0;0;0
75.315.333/0001-09;2024-12-31;3;141793;ATACADÃO S.A.;Não-liderança;74085;70800;0;0;0
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Liderança;38;128;0;0;0
75.609.123/0001-23;2024-12-31;4;138498;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Não-liderança;445;1689;0;0;0
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;Liderança;87;313;0;0;0
76.483.817/0001-20;2024-12-31;7;142113;CIA PARANAENSE DE ENERGIA - COPEL;Não-liderança;1170;4234;0;0;0
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;Liderança;70;166;1;5;11
76.484.013/0001-45;2024-12-31;7;142046;CIA SANEAMENTO DO PARANA - SANEPAR;Não-liderança;884;2756;29;232;569
76.535.764/0001-43;2024-12-31;9;142020;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;439;785;0;0;0
76.535.764/0001-43;2024-12-31;9;142020;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;6767;10704;0;0;0
79.430.682/0001-22;2024-12-31;4;139377;FARMÁCIA E DROGARIA NISSEI S.A.;Liderança;297;180;0;0;0
79.430.682/0001-22;2024-12-31;4;139377;FARMÁCIA E DROGARIA NISSEI S.A.;Não-liderança;4488;1851;0;0;0
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;Liderança;40;64;0;0;117
80.680.093/0001-81;2024-12-31;2;141428;SENIOR SISTEMAS S.A.;Não-liderança;451;664;0;1;1473
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;Liderança;73;181;0;0;0
81.243.735/0001-48;2024-12-31;11;142048;POSITIVO TECNOLOGIA S.A.;Não-liderança;1330;1416;0;0;0
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;Liderança;37;159;0;0;0
81.616.807/0001-55;2024-12-31;1;138413;GRANJA FARIA S.A.;Não-liderança;667;1349;0;0;0
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Liderança;40;49;0;0;0
82.120.676/0001-83;2024-12-31;1;138483;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Não-liderança;369;439;0;0;0
82.508.433/0001-17;2024-12-31;5;142015;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Liderança;77;226;0;0;0
82.508.433/0001-17;2024-12-31;5;142015;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Não-liderança;466;1927;0;0;0
82.640.558/0001-04;2024-12-31;2;138142;KARSTEN S.A.;Liderança;40;46;0;0;0
82.640.558/0001-04;2024-12-31;2;138142;KARSTEN S.A.;Não-liderança;1388;952;0;0;0
82.643.537/0001-34;2024-12-31;2;138167;ELECTRO ACO ALTONA S.A.;Liderança;0;0;0;0;92
82.643.537/0001-34;2024-12-31;2;138167;ELECTRO ACO ALTONA S.A.;Não-liderança;0;0;0;0;1270
82.901.000/0001-27;2024-12-31;1;138561;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Liderança;112;204;0;0;0
82.901.000/0001-27;2024-12-31;1;138561;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Não-liderança;2031;2595;4;4;25
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;Liderança;7;35;0;0;0
82.982.075/0001-80;2024-12-31;2;137679;TEXTIL RENAUXVIEW S.A.;Não-liderança;77;331;0;0;0
83.475.913/0001-91;2024-12-31;3;139857;PBG S/A;Liderança;108;170;0;0;0
83.475.913/0001-91;2024-12-31;3;139857;PBG S/A;Não-liderança;1176;2513;0;0;0
83.878.892/0001-55;2024-12-31;7;142150;CENTRAIS ELET DE SANTA CATARINA S.A.;Liderança;153;409;0;0;0
83.878.892/0001-55;2024-12-31;7;142150;CENTRAIS ELET DE SANTA CATARINA S.A.;Não-liderança;742;2462;0;0;0
84.429.695/0001-11;2024-12-31;3;141392;WEG S.A.;Liderança;218;1743;0;0;0
84.429.695/0001-11;2024-12-31;3;141392;WEG S.A.;Não-liderança;8493;29050;1;0;0
84.683.374/0001-49;2024-12-31;5;141764;TUPY S.A.;Liderança;55;655;0;0;0
84.683.374/0001-49;2024-12-31;5;141764;TUPY S.A.;Não-liderança;1818;17281;0;0;0
84.683.408/0001-03;2024-12-31;4;142129;DOHLER S.A.;Liderança;67;198;0;0;0
84.683.408/0001-03;2024-12-31;4;142129;DOHLER S.A.;Não-liderança;1154;1545;0;0;0
84.683.671/0001-94;2024-12-31;2;141224;WETZEL S.A.;Liderança;9;27;0;0;0
84.683.671/0001-94;2024-12-31;2;141224;WETZEL S.A.;Não-liderança;165;737;0;0;0
84.693.183/0001-68;2024-12-31;3;139230;SCHULZ S.A.;Liderança;13;120;0;0;0
84.693.183/0001-68;2024-12-31;3;139230;SCHULZ S.A.;Não-liderança;366;2960;0;0;0
85.041.333/0001-11;2024-12-31;1;138558;PORTO PONTA DO FELIX S/A;Liderança;0;10;0;0;0
85.041.333/0001-11;2024-12-31;1;138558;PORTO PONTA DO FELIX S/A;Não-liderança;25;229;0;0;0
85.778.074/0001-06;2024-12-31;3;138108;METALURGICA RIOSULENSE S.A.;Liderança;3;47;0;0;0
85.778.074/0001-06;2024-12-31;3;138108;METALURGICA RIOSULENSE S.A.;Não-liderança;108;645;0;0;0
86.375.425/0001-09;2024-12-31;3;141384;METISA METALURGICA TIMBOENSE S.A.;Liderança;2;26;0;0;0
86.375.425/0001-09;2024-12-31;3;141384;METISA METALURGICA TIMBOENSE S.A.;Não-liderança;22;1030;0;0;0
87.043.832/0001-73;2024-12-31;3;140596;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Liderança;0;3;0;0;0
87.043.832/0001-73;2024-12-31;3;140596;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Não-liderança;0;1;0;0;0
87.456.562/0001-22;2024-12-31;1;138655;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Liderança;2;21;0;0;0
87.456.562/0001-22;2024-12-31;1;138655;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Não-liderança;168;1220;0;0;0
87.762.563/0001-03;2024-12-31;2;139353;CIA HABITASUL DE PARTICIPACOES;Liderança;12;23;0;0;0
87.762.563/0001-03;2024-12-31;2;139353;CIA HABITASUL DE PARTICIPACOES;Não-liderança;93;114;0;0;0
87.870.952/0001-44;2024-12-31;2;140065;BORRACHAS VIPAL S.A.;Liderança;17;97;0;0;0
87.870.952/0001-44;2024-12-31;2;140065;BORRACHAS VIPAL S.A.;Não-liderança;618;1908;0;0;0
88.610.126/0001-29;2024-12-31;5;141922;FRAS-LE S.A.;Liderança;18;123;0;0;22
88.610.126/0001-29;2024-12-31;5;141922;FRAS-LE S.A.;Não-liderança;994;4018;0;0;0
88.610.191/0001-54;2024-12-31;2;141694;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Liderança;36;72;0;0;0
88.610.191/0001-54;2024-12-31;2;141694;MUNDIAL S.A. - PRODUTOS DE CONSUMO;Não-liderança;976;1119;0;0;0
88.611.835/0001-29;2024-12-31;3;141385;MARCOPOLO S.A.;Liderança;66;599;0;0;0
88.611.835/0001-29;2024-12-31;3;141385;MARCOPOLO S.A.;Não-liderança;2352;8554;0;0;0
88.613.658/0001-10;2024-06-30;5;139863;PETTENATI S.A. INDUSTRIA TEXTIL;Liderança;40;38;0;0;0
88.613.658/0001-10;2024-06-30;5;139863;PETTENATI S.A. INDUSTRIA TEXTIL;Não-liderança;757;542;0;0;0
89.086.144/0001-16;2024-12-31;3;141604;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Liderança;108;445;0;0;0
89.086.144/0001-16;2024-12-31;3;141604;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;Não-liderança;3020;11395;0;0;489
89.096.457/0001-55;2024-12-31;4;141989;SLC AGRICOLA S.A.;Liderança;54;360;0;1;2
89.096.457/0001-55;2024-12-31;4;141989;SLC AGRICOLA S.A.;Não-liderança;601;4726;1;3;9
89.463.822/0001-12;2024-12-31;9;141693;LUPATECH S.A;Liderança;9;24;0;0;0
89.463.822/0001-12;2024-12-31;9;141693;LUPATECH S.A;Não-liderança;98;290;0;0;0
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;Liderança;0;0;0;0;1591
89.637.490/0001-45;2024-12-31;4;142114;KLABIN S.A.;Não-liderança;0;0;0;0;15934
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;Liderança;156;365;1;0;50
89.850.341/0001-60;2024-12-31;3;141998;GRENDENE S.A.;Não-liderança;6348;7989;26;1744;410
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;Liderança;20;28;0;0;0
90.076.886/0001-40;2024-12-31;2;139398;MINUPAR PARTICIPACOES S.A.;Não-liderança;1414;1165;0;0;0
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;Liderança;459;906;0;0;0
90.400.888/0001-42;2024-12-31;6;141520;BCO SANTANDER (BRASIL) S.A.;Não-liderança;28504;25742;0;0;0
90.441.460/0001-48;2024-12-31;2;141584;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Liderança;9;35;0;0;0
90.441.460/0001-48;2024-12-31;2;141584;UNICASA INDÚSTRIA DE MÓVEIS S.A.;Não-liderança;243;245;0;0;0
91.333.666/0001-17;2024-12-31;2;141243;RECRUSUL S.A.;Liderança;0;0;0;0;10
91.333.666/0001-17;2024-12-31;2;141243;RECRUSUL S.A.;Não-liderança;0;0;0;0;106
91.669.747/0001-92;2024-12-31;1;138220;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Liderança;0;0;0;0;0
91.669.747/0001-92;2024-12-31;1;138220;DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Não-liderança;0;0;0;0;0
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;Liderança;23;113;0;0;0
91.983.056/0001-69;2024-12-31;6;142078;KEPLER WEBER S.A.;Não-liderança;377;1164;0;0;0
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;Liderança;361;77;0;0;0
92.012.467/0001-70;2024-12-31;4;139700;GRAZZIOTIN S.A.;Não-liderança;1982;309;0;0;0
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;Liderança;4;45;0;0;0
92.660.570/0001-26;2024-12-31;2;139769;TREVISA INVESTIMENTOS S.A.;Não-liderança;27;240;0;0;0
92.665.611/0001-77;2024-12-31;3;141597;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;Liderança;488;194;0;0;0
92.665.611/0001-77;2024-12-31;3;141597;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;Não-liderança;5874;2391;0;0;0
92.690.783/0001-09;2024-12-31;4;142119;METALURGICA GERDAU S.A.;Liderança;1186;3363;0;0;2
92.690.783/0001-09;2024-12-31;4;142119;METALURGICA GERDAU S.A.;Não-liderança;3407;22216;0;0;2
92.693.019/0001-89;2024-12-31;2;141701;PANATLANTICA S.A.;Liderança;4;49;0;0;0
92.693.019/0001-89;2024-12-31;2;141701;PANATLANTICA S.A.;Não-liderança;75;430;0;0;0
92.702.067/0001-96;2024-12-31;8;142092;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Liderança;356;703;0;0;0
92.702.067/0001-96;2024-12-31;8;142092;BCO ESTADO DO RIO GRANDE DO SUL S.A.;Não-liderança;3540;4490;0;0;0
92.715.812/0001-31;2024-12-31;5;141677;CPFL TRANSMISSÃO S.A.;Liderança;8;47;0;0;0
92.715.812/0001-31;2024-12-31;5;141677;CPFL TRANSMISSÃO S.A.;Não-liderança;83;411;0;0;0
92.721.232/0001-57;2024-12-31;3;139024;BANRISUL ARMAZENS GERAIS SA;Liderança;9;26;0;0;0
92.721.232/0001-57;2024-12-31;3;139024;BANRISUL ARMAZENS GERAIS SA;Não-liderança;1;31;0;0;0
92.749.225/0001-63;2024-12-31;1;138798;HERCULES S.A. FABRICA DE TALHERES;Liderança;0;8;0;0;0
92.749.225/0001-63;2024-12-31;1;138798;HERCULES S.A. FABRICA DE TALHERES;Não-liderança;0;0;0;0;1
92.754.738/0001-62;2024-12-31;4;142088;LOJAS RENNER S.A.;Liderança;1747;1091;4;70;0
92.754.738/0001-62;2024-12-31;4;142088;LOJAS RENNER S.A.;Não-liderança;13859;7155;70;368;0
92.781.335/0001-02;2024-12-31;5;141956;TAURUS ARMAS S.A.;Liderança;28;168;0;0;0
92.781.335/0001-02;2024-12-31;5;141956;TAURUS ARMAS S.A.;Não-liderança;642;1574;0;0;0
92.791.243/0001-03;2024-12-31;2;139334;IRANI PAPEL E EMBALAGEM S.A.;Liderança;39;151;0;0;0
92.791.243/0001-03;2024-12-31;2;139334;IRANI PAPEL E EMBALAGEM S.A.;Não-liderança;556;1602;0;0;0
93.828.986/0001-73;2024-12-31;1;137868;CEMEPE INVESTIMENTOS S.A.;Liderança;0;2;0;0;0
93.828.986/0001-73;2024-12-31;1;137868;CEMEPE INVESTIMENTOS S.A.;Não-liderança;0;2;0;0;0
94.813.102/0001-70;2024-12-31;2;141339;TRÊS TENTOS AGROINDUSTRIAL S/A;Liderança;109;407;0;0;0
94.813.102/0001-70;2024-12-31;2;141339;TRÊS TENTOS AGROINDUSTRIAL S/A;Não-liderança;380;1335;0;0;0
95.426.862/0001-97;2024-12-31;2;138871;EXCELSIOR ALIMENTOS S.A.;Liderança;9;19;0;0;0
95.426.862/0001-97;2024-12-31;2;138871;EXCELSIOR ALIMENTOS S.A.;Não-liderança;272;272;0;0;0
96.298.013/0001-68;2024-12-31;4;142024;PACAEMBU CONSTRUTORA S.A.;Liderança;49;73;0;0;0
96.298.013/0001-68;2024-12-31;4;142024;PACAEMBU CONSTRUTORA S.A.;Não-liderança;348;406;0;0;0
96.418.264/0218-02;2024-12-31;4;142027;LOJAS QUERO QUERO S.A.;Liderança;250;483;0;5;147
96.418.264/0218-02;2024-12-31;4;142027;LOJAS QUERO QUERO S.A.;Não-liderança;2826;2326;8;42;2309
97.191.902/0001-94;2024-12-31;3;141611;CONSERVAS ODERICH S.A.;Liderança;44;91;0;0;0
97.191.902/0001-94;2024-12-31;3;141611;CONSERVAS ODERICH S.A.;Não-liderança;1122;885;0;0;0
97.837.181/0001-47;2024-12-31;9;142007;DEXCO S.A.;Liderança;261;581;0;0;0
97.837.181/0001-47;2024-12-31;9;142007;DEXCO S.A.;Não-liderança;2755;8100;0;0;0
